Name,Description,Location,Location On Hand,Location Committed,Location Available
K4286-E848,"24"" Faux Leather Square Counter Stool",KFNJ,117,4,113
K4286-E886,"HomePop 24"" Tufted Faux Leather Counter Stool - Taupe",KFHQ,15,5,10
K4286-E886,"HomePop 24"" Tufted Faux Leather Counter Stool - Taupe",KFNJ,3,,3
K4600-A841,HomePop Twin Headboard - Grey Clouds,KFNJ,,,
K4600-A841,HomePop Twin Headboard - Grey Clouds,KFHQ,17,,17
K4600-E155,Twin Headboard,KFNJ,,,
K4600-E155,Twin Headboard,KFHQ,2,2,
K4638-A765,HomePop Parker Accent Chair and Pillow,KFHQ,47,21,26
K4638-A765,HomePop Parker Accent Chair and Pillow,KFNJ,92,2,90
K4638-A847,HomePop Parker Accent Chair with pillow - Gray Cheetah,KFHQ,44,2,42
K4638-A847,HomePop Parker Accent Chair with pillow - Gray Cheetah,KFNJ,138,2,136
K4638-F1319,HomePop Parker Accent Chair and Pillow,KFHQ,42,2,40
K4638-F1319,HomePop Parker Accent Chair and Pillow,KFNJ,87,2,85
K4638-F2114,HomePop Parker Accent Chair and Pillow - Gray Woven,KFNJ,40,2,38
K4638-F2114,HomePop Parker Accent Chair and Pillow - Gray Woven,KFHQ,83,2,81
K4638-F2231,HomePop Parker Accent Chair and Pillow - Dove Gray Stripe,KFNJ,24,2,22
K4638-F2231,HomePop Parker Accent Chair and Pillow - Dove Gray Stripe,KFHQ,4,,4
K4638-F2244,HomePop Parker Accent Chair with Pillow - Textured Gray,KFNJ,,,
K4638-F2244,HomePop Parker Accent Chair with Pillow - Textured Gray,KFHQ,26,1,25
K4638-F2245,HomePop Parker Accent Chair with Pillow - Textured Melon,KFHQ,32,3,29
K4638-F2245,HomePop Parker Accent Chair with Pillow - Textured Melon,KFNJ,49,2,47
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFNJ,,,
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFNJ : KFNJQU,2,,
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFHQ,113,4,109
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFHQ,63,4,59
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFNJ,,,
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFNJ : KFNJQU,5,,
K4638-F2262,HomePop Parker Accent Chair and Pillow - Black Plaid,KFHQ,53,1,52
K4638-F2262,HomePop Parker Accent Chair and Pillow - Black Plaid,KFNJ,57,7,50
K4638-F2280,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Navy",KFHQ,4,,4
K4638-F2280,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Navy",KFNJ,,,
K4638-F2281,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Gray",KFHQ,37,2,35
K4638-F2281,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Gray",KFNJ,,,
K4638-F2398,HomePop Parker Accent Chair and Pillow - Cream,KFHQ,41,3,38
K4638-F2398,HomePop Parker Accent Chair and Pillow - Cream,KFNJ,17,4,13
K4638-F2399,HomePop Parker Accent Chair and Pillow - Navy Blue,KFNJ,46,3,43
K4638-F2399,HomePop Parker Accent Chair and Pillow - Navy Blue,KFHQ,94,2,92
K4710-B258,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Pink",KFHQ,24,1,23
K4710-B258,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Pink",KFNJ,,,
K4710-B267,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Navy",KFNJ,,,
K4710-B267,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Navy",KFHQ,33,,33
K4710-B269,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Gray",KFHQ,45,4,41
K4710-B269,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Gray",KFNJ,,,
K4710-E903,HomePop Cinch Storage Ottoman with Nailheads - Gray Faux Leather,KFNJ,,,
K4710-E903,HomePop Cinch Storage Ottoman with Nailheads - Gray Faux Leather,KFHQ,92,,92
K4710-F2383,HomePop Cinch Storage Ottoman with Nailheads - Light Gray Plaid,KFNJ,,,
K4710-F2383,HomePop Cinch Storage Ottoman with Nailheads - Light Gray Plaid,KFHQ,42,1,41
K4710-F696,Cinch Storage Ottoman with Nailhead Trim,KFNJ,2,,2
K4710-F696,Cinch Storage Ottoman with Nailhead Trim,KFHQ,84,1,83
K4710-YDQY-2,HomePop Cinch Storage Ottoman with Nailheads - Light Brown Faux Leather,KFNJ,,,
K4710-YDQY-2,HomePop Cinch Storage Ottoman with Nailheads - Light Brown Faux Leather,KFHQ,13,,13
K5420-F1423,Storage Ottoman,KFHQ,156,4,152
K5420-F1423,Storage Ottoman,KFNJ,112,7,105
K5506-F1210,"HomePop Classic Parsons Chair with Nailhead Trim - Sea Foam
(Set of 2)",KFNJ,,,
K5506-F1210,"HomePop Classic Parsons Chair with Nailhead Trim - Sea Foam
(Set of 2)",KFHQ,72,11,61
K5506-F1211,"HomePop Classic Parsons Chair with Nailhead Trim - Tan
(Set of 2)",KFNJ,52,8,44
K5506-F1211,"HomePop Classic Parsons Chair with Nailhead Trim - Tan
(Set of 2)",KFHQ,29,6,23
K5506-F2176,"HomePop Classic Parsons Chair with Nailhead Trim - Deep Navy 
(set of 2)",KFNJ,95,5,90
K5506-F2176,"HomePop Classic Parsons Chair with Nailhead Trim - Deep Navy 
(set of 2)",KFHQ,130,3,127
K5506-F2182,"HomePop Classic Parsons Chair with Nailhead Trim - Slate Grey 
(set of 2)",KFNJ,,,
K5506-F2182,"HomePop Classic Parsons Chair with Nailhead Trim - Slate Grey 
(set of 2)",KFHQ,39,1,38
K5506-F2183,"HomePop Classic Parsons Chair with Nailhead Trim - Sterling Grey
(set of 2)",KFNJ,47,4,43
K5506-F2183,"HomePop Classic Parsons Chair with Nailhead Trim - Sterling Grey
(set of 2)",KFHQ,44,,44
K5508-E676,Winston Large Round Button-top Storage Ottoman,KFHQ,176,8,168
K5508-E676,Winston Large Round Button-top Storage Ottoman,KFNJ,,,
K5618-B214,HomePop Diva Juvenile Chaise Lounge,KFHQ,,,
K5618-B214,HomePop Diva Juvenile Chaise Lounge,KFNJ,42,12,30
K5618-B219,HomePop Juvenile Chaise Lounge,KFNJ,99,1,98
K5618-B219,HomePop Juvenile Chaise Lounge,KFHQ,16,1,15
K5618-B220,HomePop Juvenile Chaise Lounge,KFNJ,33,4,29
K5618-B220,HomePop Juvenile Chaise Lounge,KFHQ,,,
K5618-B238,HomePop Diva Juvenile Chaise Lounge,KFNJ,143,3,140
K5618-B238,HomePop Diva Juvenile Chaise Lounge,KFHQ,50,1,49
K5668NP-A848,HomePop Large Rectangle Storage Bench with Nailhead Trim - Navy Floral,KFHQ,1,1,
K5668NP-A848,HomePop Large Rectangle Storage Bench with Nailhead Trim - Navy Floral,KFNJ,,,
K5668NP-F1289,HomePop Large Rectangle Storage Bench with Nailhead Trim - Red Linen,KFNJ,22,1,21
K5668NP-F1289,HomePop Large Rectangle Storage Bench with Nailhead Trim - Red Linen,KFHQ,139,1,138
K5668NP-F1399,HomePop Large Rectangle Storage Bench with Nailhead Trim - Vanilla Linen,KFHQ,305,6,299
K5668NP-F1399,HomePop Large Rectangle Storage Bench with Nailhead Trim - Vanilla Linen,KFNJ,213,6,207
K5668NP-F1438,HomePop Large Rectangle Storage Bench with Nailhead Trim -  Cerulean Blue,KFHQ,128,1,127
K5668NP-F1438,HomePop Large Rectangle Storage Bench with Nailhead Trim -  Cerulean Blue,KFNJ,77,1,76
K6138-B230,HomePop Ainsley Button Tufted Storage Bench,KFNJ,61,2,59
K6138-B230,HomePop Ainsley Button Tufted Storage Bench,KFHQ,60,2,58
K6138-B231,HomePop Ainsley Button Tufted Storage Bench - Light Gray,KFHQ,110,1,109
K6138-B231,HomePop Ainsley Button Tufted Storage Bench - Light Gray,KFNJ,73,1,72
K6138-F1289,HomePop Ainsley Button Tufted Storage Bench -  Cranberry,KFHQ,98,,98
K6138-F1289,HomePop Ainsley Button Tufted Storage Bench -  Cranberry,KFNJ,65,,65
K6138-F1386,HomePop Ainsley Tufted Storage Bench - Textured Brown,KFNJ,107,5,102
K6138-F1386,HomePop Ainsley Tufted Storage Bench - Textured Brown,KFHQ,283,1,282
K6138-F2205,HomePop Ainsley Button Tufted Storage Bench - Cream,KFNJ,137,4,133
K6138-F2205,HomePop Ainsley Button Tufted Storage Bench - Cream,KFHQ,102,3,99
K6138-F2206,HomePop Ainsley Button Tufted Storage Bench - Light Blue,KFHQ,101,,101
K6138-F2206,HomePop Ainsley Button Tufted Storage Bench - Light Blue,KFNJ,101,4,97
K6138-F2207,HomePop Ainsley Button Tufted Storage Bench - Tan,KFHQ,184,3,181
K6138-F2207,HomePop Ainsley Button Tufted Storage Bench - Tan,KFNJ,211,3,208
K6138-F2208,HomePop Ainsley Button Tufted Storage Bench - Dark Charcoal Gray,KFHQ,45,,45
K6138-F2208,HomePop Ainsley Button Tufted Storage Bench - Dark Charcoal Gray,KFNJ,74,3,71
K6138-YDQY2,HomePop Ainsley Button Tufted Storage Bench - Light Brown Faux Leather,KFHQ,82,1,81
K6138-YDQY2,HomePop Ainsley Button Tufted Storage Bench - Light Brown Faux Leather,KFNJ,43,4,39
K6154-F668,HomePop Decorative Bench,KFHQ,5,,5
K6154-F668,HomePop Decorative Bench,KFNJ,,,
K6159-A869,HomePop Large Storage Bench with Nailhead Trim -Orange and Cream Medallion,KFHQ,57,4,53
K6159-A869,HomePop Large Storage Bench with Nailhead Trim -Orange and Cream Medallion,KFNJ,,,
K6159-E697,HomePop Large Storage Bench with Nailhead Trim -Brown  Faux Leather,KFNJ,48,,48
K6159-E697,HomePop Large Storage Bench with Nailhead Trim -Brown  Faux Leather,KFHQ,55,3,52
K6159-E903,HomePop Large Storage Bench with Nailhead Trim - Gray Faux Leather,KFNJ,,,
K6159-E903,HomePop Large Storage Bench with Nailhead Trim - Gray Faux Leather,KFHQ,21,1,20
K6159-F1332,HomePop Large Rectangle Storage bench with Nail Head Trim - Gray,KFHQ,527,,527
K6159-F1332,HomePop Large Rectangle Storage bench with Nail Head Trim - Gray,KFNJ,91,1,90
K6159-F1399,HomePop Large Rectangle Storage bench with Nail Head Trim - Tan,KFHQ,432,3,429
K6159-F1399,HomePop Large Rectangle Storage bench with Nail Head Trim - Tan,KFNJ,127,,127
K6159-F2093,HomePop Large Storage Bench with Nailhead Trim -Gray Woven,KFNJ,,,
K6159-F2093,HomePop Large Storage Bench with Nailhead Trim -Gray Woven,KFHQ,47,,47
K6159-F2205,HomePop Large Storage Bench with Nailhead Trim - Cream,KFHQ,74,1,73
K6159-F2205,HomePop Large Storage Bench with Nailhead Trim - Cream,KFNJ,75,1,74
K6159-F2207,HomePop Large Storage Bench with Nailhead Trim - Tan,KFHQ,175,1,174
K6159-F2207,HomePop Large Storage Bench with Nailhead Trim - Tan,KFNJ,83,,83
K6159-F2208,HomePop Large Storage Bench with Nailhead Trim - Charcoal,KFNJ,50,1,49
K6159-F2208,HomePop Large Storage Bench with Nailhead Trim - Charcoal,KFHQ,35,1,34
K6159-F2346,HomePop Large Storage Bench with Nailhead Trim - Taupe and Cream,KFNJ,87,,87
K6159-F2346,HomePop Large Storage Bench with Nailhead Trim - Taupe and Cream,KFHQ,69,1,68
K6159-F765,HomePop Large Storage Bench with Nailhead Trim -Red and Gold Damask,KFNJ,,,
K6159-F765,HomePop Large Storage Bench with Nailhead Trim -Red and Gold Damask,KFHQ,40,3,37
K6159-YDQY-2,HomePop Large Storage Bench with Nailhead Trim - Distressed Brown Faux Leather,KFNJ,29,1,28
K6159-YDQY-2,HomePop Large Storage Bench with Nailhead Trim - Distressed Brown Faux Leather,KFHQ,62,,62
K6171-A860,HomePop Tufted Storage Ottoman - Pastel Floral,KFNJ,,,
K6171-A860,HomePop Tufted Storage Ottoman - Pastel Floral,KFHQ,44,1,43
K6171-B117,Velvet Tufted Round Ottoman with Storage,KFHQ,170,3,167
K6171-B117,Velvet Tufted Round Ottoman with Storage,KFNJ,144,7,137
K6171-B119,Velvet Tufted Round Ottoman with Storage,KFNJ,46,41,5
K6171-B119,Velvet Tufted Round Ottoman with Storage,KFHQ,10,,10
K6171-B122,Velvet Tufted Round Ottoman with Storage,KFNJ,504,8,496
K6171-B122,Velvet Tufted Round Ottoman with Storage,KFHQ,712,3,709
K6171-B204,Velvet Tufted Round Ottoman with Storage,KFNJ,124,48,76
K6171-B204,Velvet Tufted Round Ottoman with Storage,KFHQ,49,10,39
K6171-B214,Velvet Tufted Round Ottoman with Storage,KFNJ,207,7,200
K6171-B214,Velvet Tufted Round Ottoman with Storage,KFHQ,285,5,280
K6171-B215,Velvet Tufted Round Ottoman with Storage,KFNJ,344,13,331
K6171-B215,Velvet Tufted Round Ottoman with Storage,KFHQ,342,8,334
K6171-B228,HomePop Velvet Round Storage Ottoman,KFHQ,423,8,415
K6171-B228,HomePop Velvet Round Storage Ottoman,KFNJ,310,17,293
K6171-B229,HomePop Velvet Round Storage Ottoman,KFNJ,62,51,11
K6171-B229,HomePop Velvet Round Storage Ottoman,KFHQ,31,28,3
K6171-B247,HomePop Velvet Round Storage Ottoman,KFNJ,108,19,89
K6171-B247,HomePop Velvet Round Storage Ottoman,KFHQ,246,10,236
K6171-B258,HomePop Velvet Tufted Round Storage Ottoman - Pink Blush,KFNJ,165,6,159
K6171-B258,HomePop Velvet Tufted Round Storage Ottoman - Pink Blush,KFHQ,303,5,298
K6171-F2248,HomePop Boho Tufted Storage Ottoman - Teal,KFNJ,88,10,78
K6171-F2248,HomePop Boho Tufted Storage Ottoman - Teal,KFHQ,99,7,92
K6171-F2250,HomePop Boho Tufted Storage Ottoman - Indigo,KFNJ,27,4,23
K6171-F2250,HomePop Boho Tufted Storage Ottoman - Indigo,KFHQ,18,8,10
K6171-F2251,HomePop Boho Tufted Storage Ottoman - Twine,KFHQ,,,
K6171-F2251,HomePop Boho Tufted Storage Ottoman - Twine,KFNJ,,,
K6189-F1332,Tufted Storage Bench,KFHQ,121,,121
K6189-F1332,Tufted Storage Bench,KFNJ,45,1,44
K6189-F1370,HomePop Large Tufted Storage Bench - Textured Gray,KFNJ,43,2,41
K6189-F1370,HomePop Large Tufted Storage Bench - Textured Gray,KFHQ,138,1,137
K6206-F409,Red Tufted Round Cocktail Storage Ottoman,KFNJ,96,,96
K6206-F409,Red Tufted Round Cocktail Storage Ottoman,KFHQ,46,,46
K6211-B117,Velvet Tufted Storage Bench and Settee,KFNJ,90,,90
K6211-B117,Velvet Tufted Storage Bench and Settee,KFHQ,44,2,42
K6211-B119,Velvet Tufted Storage Bench and Settee,KFHQ,136,,136
K6211-B119,Velvet Tufted Storage Bench and Settee,KFNJ,38,1,37
K6211-B122,Velvet Tufted Storage Bench and Settee,KFNJ,163,1,162
K6211-B122,Velvet Tufted Storage Bench and Settee,KFHQ,146,,146
K6211-B204,Velvet Tufted Storage Bench and Settee,KFNJ,,,
K6211-B204,Velvet Tufted Storage Bench and Settee,KFHQ,69,,69
K6211-B214,Velvet Tufted Storage Bench and Settee,KFNJ,81,1,80
K6211-B214,Velvet Tufted Storage Bench and Settee,KFHQ,219,1,218
K6211-B215,Velvet Tufted Settee Storage Bench and Settee,KFHQ,54,,54
K6211-B215,Velvet Tufted Settee Storage Bench and Settee,KFNJ,67,1,66
K6211-B229,HomePop Velvet Storage Bench Settee,KFNJ,57,2,55
K6211-B229,HomePop Velvet Storage Bench Settee,KFHQ,58,,58
K6377-F1326,Medium Tan Linen Storage Ottoman,KFHQ,216,6,210
K6377-F1326,Medium Tan Linen Storage Ottoman,KFNJ,63,10,53
K6377-F1374,Aqua Textured Medium Storage Bench,KFHQ,178,6,172
K6377-F1374,Aqua Textured Medium Storage Bench,KFNJ,122,13,109
K6377-F2349,HomePop Medium Storage Ottoman - Ash Gray Geometric,KFNJ,66,1,65
K6377-F2349,HomePop Medium Storage Ottoman - Ash Gray Geometric,KFHQ,103,3,100
K6378-F1374,"4-button Tufted Aqua Textured Parsons Chair 
(Set of 2)",KFNJ,40,,40
K6378-F1374,"4-button Tufted Aqua Textured Parsons Chair 
(Set of 2)",KFHQ,76,8,68
K6380-F1326,"HomePop Michele Dining Chair with Nailhead Trim - Tan 
(Set of 2)",KFNJ,12,12,
K6380-F1326,"HomePop Michele Dining Chair with Nailhead Trim - Tan 
(Set of 2)",KFHQ,104,21,83
K6380-F2099,"HomePop Michele Dining Chair with Nailhead Trim - Light Gray
(Set of 2)",KFHQ,51,,51
K6380-F2099,"HomePop Michele Dining Chair with Nailhead Trim - Light Gray
(Set of 2)",KFNJ,35,2,33
K6380-F2164,"HomePop Michele Dining Chair with Nailhead Trim 
(Set of 2)",KFNJ,,,
K6380-F2164,"HomePop Michele Dining Chair with Nailhead Trim 
(Set of 2)",KFHQ,,,
K6381-A727,HomePop Susan Armless Accent Chair/ Ottoman Set,KFNJ,,,
K6381-A727,HomePop Susan Armless Accent Chair/ Ottoman Set,KFHQ,73,1,72
K6384NP-A750,HomePop Drake Large Decorative Storage Bench - Blue Slate,KFHQ,470,2,468
K6384NP-A750,HomePop Drake Large Decorative Storage Bench - Blue Slate,KFNJ,152,7,145
K6384NP-A861,HomePop Large Decorative Storage Bench - Antiqued Blue,KFNJ,17,3,14
K6384NP-A861,HomePop Large Decorative Storage Bench - Antiqued Blue,KFHQ,62,1,61
K6384NP-A862,HomePop Large Decorative Storage Bench - Antiqued Ebony,KFHQ,33,1,32
K6384NP-A862,HomePop Large Decorative Storage Bench - Antiqued Ebony,KFNJ,21,1,20
K6384NP-B214,HomePop Large Velvet Storage Bench - Gray,KFNJ,,,
K6384NP-B214,HomePop Large Velvet Storage Bench - Gray,KFHQ,40,,40
K6384NP-B215,HomePop Large Velvet Storage Bench - Navy,KFHQ,13,,13
K6384NP-B215,HomePop Large Velvet Storage Bench - Navy,KFNJ,,,
K6384NP-F1532,HomePop Large Storage Bench - Black,KFNJ,,,
K6384NP-F1532,HomePop Large Storage Bench - Black,KFHQ,20,1,19
K6384NP-F2051,HomePop Drake Large Decorative Storage Bench - Navy Blue Geo,KFNJ,76,,76
K6384NP-F2051,HomePop Drake Large Decorative Storage Bench - Navy Blue Geo,KFHQ,25,1,24
K6384NP-F2052,HomePop Drake Large Decorative Storage Bench -  Geo Gray,KFNJ,19,3,16
K6384NP-F2052,HomePop Drake Large Decorative Storage Bench -  Geo Gray,KFHQ,92,,92
K6384NP-F2053,HomePop Drake Large Decorative Storage Bench -  Geo Green,KFNJ,,,
K6384NP-F2053,HomePop Drake Large Decorative Storage Bench -  Geo Green,KFHQ,34,3,31
K6384NP-F2054,HomePop Geo Rust Large Decorative Storage Ottoman,KFHQ,32,,32
K6384NP-F2054,HomePop Geo Rust Large Decorative Storage Ottoman,KFNJ,,,
K6384NP-F2055,HomePop Drake Large Decorative Storage Bench - Teal,KFNJ,109,,109
K6384NP-F2055,HomePop Drake Large Decorative Storage Bench - Teal,KFHQ,96,1,95
K6384NP-F2244,HomePop Large Textured Storage Bench - Gray,KFHQ,18,1,17
K6384NP-F2244,HomePop Large Textured Storage Bench - Gray,KFNJ,17,2,15
K6384NP-F2245,HomePop Large Textured Storage Bench - Orange,KFHQ,62,4,58
K6384NP-F2245,HomePop Large Textured Storage Bench - Orange,KFNJ,,,
K6384NP-F2246,HomePop Large Textured Storage Bench - Navy,KFHQ,58,,58
K6384NP-F2246,HomePop Large Textured Storage Bench - Navy,KFNJ,,,
K6384NP-F2247,HomePop Large Textured Storage Bench- Teal,KFHQ,102,,102
K6384NP-F2247,HomePop Large Textured Storage Bench- Teal,KFNJ,31,2,29
K6384NP-F2262,HomePop Large Decorative Storage Bench - Black Plaid,KFHQ,150,13,137
K6384NP-F2262,HomePop Large Decorative Storage Bench - Black Plaid,KFNJ,,,
K6384NP-F2349,HomePop Large Decorative Storage Bench - Ash Geometric Trellis,KFNJ,,,
K6384NP-F2349,HomePop Large Decorative Storage Bench - Ash Geometric Trellis,KFHQ,108,2,106
K6384NP-F2381,HomePop Large Decorative Storage Bench - Tan Plaid,KFHQ,8,,8
K6384NP-F2381,HomePop Large Decorative Storage Bench - Tan Plaid,KFNJ,,,
K6384NP-F2382,HomePop Large Decorative Storage Bench - Navy Plaid,KFHQ,33,,33
K6384NP-F2382,HomePop Large Decorative Storage Bench - Navy Plaid,KFNJ,,,
K6407-A500,Deluxe Storage Bench,KFHQ,65,5,60
K6407-A500,Deluxe Storage Bench,KFNJ,,,
K6407-A795,HomePop Cameron Storage Bench,KFHQ,85,1,84
K6407-A795,HomePop Cameron Storage Bench,KFNJ,21,1,20
K6407-A822,HomePop Kids' Jungle Storage Bench,KFNJ,40,1,39
K6407-A822,HomePop Kids' Jungle Storage Bench,KFHQ,56,,56
K6407-B218,HomePop Juvenile Storage Bench,KFNJ,71,,71
K6407-B218,HomePop Juvenile Storage Bench,KFHQ,12,,12
K6407-F2377,HomePop Kid's Storage Bench - Mini Black Plaid,KFHQ,20,,20
K6407-F2377,HomePop Kid's Storage Bench - Mini Black Plaid,KFNJ,,,
K6410-F1423,HomePop Entryway Bench,KFNJ,19,13,6
K6410-F1423,HomePop Entryway Bench,KFHQ,25,12,13
K6427-A727,HomePop Storage Ottoman - Bold Paisley,KFNJ,100,5,95
K6427-A727,HomePop Storage Ottoman - Bold Paisley,KFHQ,62,4,58
K6427-F1530,HomePop Storage Ottoman - Brown Medallion,KFNJ,135,,135
K6427-F1530,HomePop Storage Ottoman - Brown Medallion,KFHQ,17,2,15
K6427-F1604,Fashion Medallion Suzani Storage Ottoman,KFNJ,188,5,183
K6427-F1604,Fashion Medallion Suzani Storage Ottoman,KFHQ,482,4,478
K6427-F2350,HomePop Storage Ottoman - Gray Floral,KFHQ,54,2,52
K6427-F2350,HomePop Storage Ottoman - Gray Floral,KFNJ,72,10,62
K6444-A755,HomePop Grey Diamond Large Decorative Storage Ottoman,KFNJ,78,4,74
K6444-A755,HomePop Grey Diamond Large Decorative Storage Ottoman,KFHQ,66,,66
K6465-A795,HomePop Cameron Juvenile Swoop Arm Accent Chair,KFHQ,30,1,29
K6465-A795,HomePop Cameron Juvenile Swoop Arm Accent Chair,KFNJ,,,
K6465-A822,HomePop Kids' Jungle Swoop Chair,KFHQ,39,1,38
K6465-A822,HomePop Kids' Jungle Swoop Chair,KFNJ,29,4,25
K6465-B218,HomePop Swoop Junvile Chair,KFHQ,29,,29
K6465-B218,HomePop Swoop Junvile Chair,KFNJ,,,
K6499-A727,HomePop Classic Swoop Accent Chair - Bold Paisley,KFNJ,,,
K6499-A727,HomePop Classic Swoop Accent Chair - Bold Paisley,KFHQ,,,
K6499-A750,HomePop Classic Swoop Accent Chair - Suri Blue,KFNJ,181,15,166
K6499-A750,HomePop Classic Swoop Accent Chair - Suri Blue,KFHQ,189,9,180
K6499-A769,HomePop Finley Swoop Arm Accent Chair,KFHQ,94,,94
K6499-A769,HomePop Finley Swoop Arm Accent Chair,KFNJ,,,
K6499-A793,HomePop Suri Swoop Arm Accent Chair,KFNJ,141,3,138
K6499-A793,HomePop Suri Swoop Arm Accent Chair,KFHQ,94,,94
K6499-A794,HomePop Lexie Swoop Arm Accent Chair,KFNJ,,,
K6499-A794,HomePop Lexie Swoop Arm Accent Chair,KFHQ,49,2,47
K6499-A810,HomePop Classic Swoop Arm Accent Chair - Cream and Gray Vintage Stencil,KFHQ,151,,151
K6499-A810,HomePop Classic Swoop Arm Accent Chair - Cream and Gray Vintage Stencil,KFNJ,88,1,87
K6499-A823,HomePop Bella Swoop Accent Chair - Blue Trellis,KFNJ,,,
K6499-A823,HomePop Bella Swoop Accent Chair - Blue Trellis,KFHQ,56,23,33
K6499-A861,HomePop Classic Swoop Arm Chair - Antiqued Blue,KFHQ,260,3,257
K6499-A861,HomePop Classic Swoop Arm Chair - Antiqued Blue,KFNJ,157,5,152
K6499-A862,HomePop Classic Swoop Arm Chair - Antiqued Ebony,KFNJ,112,2,110
K6499-A862,HomePop Classic Swoop Arm Chair - Antiqued Ebony,KFHQ,42,1,41
K6499-B117,Swoop Arm Velvet Accent Chair,KFHQ,154,1,153
K6499-B117,Swoop Arm Velvet Accent Chair,KFNJ,172,6,166
K6499-B119,Swoop Arm Velvet Accent Chair,KFHQ,80,1,79
K6499-B119,Swoop Arm Velvet Accent Chair,KFNJ,143,2,141
K6499-B122,Swoop Arm Velvet Accent Chair,KFNJ,67,25,42
K6499-B122,Swoop Arm Velvet Accent Chair,KFHQ,111,37,74
K6499-B214,Swoop Arm Velvet Accent Chair,KFHQ,147,,147
K6499-B214,Swoop Arm Velvet Accent Chair,KFNJ,56,3,53
K6499-B215,Swoop Arm Velvet Accent Chair,KFNJ,317,5,312
K6499-B215,Swoop Arm Velvet Accent Chair,KFHQ,245,,245
K6499-B228,HomePop Velvet Swoop Arm Accent Chair,KFHQ,,,
K6499-B228,HomePop Velvet Swoop Arm Accent Chair,KFNJ,73,43,30
K6499-B229,HomePop Velvet Swoop Arm Accent Chair,KFNJ,40,8,32
K6499-B229,HomePop Velvet Swoop Arm Accent Chair,KFHQ,96,4,92
K6499-B247,HomePop Velvet Swoop Arm Accent Chair,KFNJ,160,5,155
K6499-B247,HomePop Velvet Swoop Arm Accent Chair,KFHQ,312,,312
K6499-F1598,Swoop Arm Accent Chair,KFHQ,226,6,220
K6499-F1598,Swoop Arm Accent Chair,KFNJ,50,3,47
K6499-F2051,HomePop Classic Swoop Arm Chair - Navy Geometric,KFNJ,50,3,47
K6499-F2051,HomePop Classic Swoop Arm Chair - Navy Geometric,KFHQ,46,,46
K6499-F2055,HomePop Classic Swoop Arm Chair - Teal Geometric,KFNJ,94,2,92
K6499-F2055,HomePop Classic Swoop Arm Chair - Teal Geometric,KFHQ,31,,31
K6499-F2060,HomePop Classic Swoop Accent Chair - Gray Stripe,KFNJ,,,
K6499-F2060,HomePop Classic Swoop Accent Chair - Gray Stripe,KFHQ,29,5,24
K6499-F2205,HomePop Classic Swoop Arm Accent Chair - Cream,KFNJ,33,18,15
K6499-F2205,HomePop Classic Swoop Arm Accent Chair - Cream,KFHQ,248,9,239
K6499-F2206,HomePop Classic Swoop Arm Accent Chair - Light Blue,KFHQ,55,1,54
K6499-F2206,HomePop Classic Swoop Arm Accent Chair - Light Blue,KFNJ,121,3,118
K6499-F2207,HomePop Classic Swoop Arm Accent Chair - Tan,KFNJ,,,
K6499-F2207,HomePop Classic Swoop Arm Accent Chair - Tan,KFHQ,,,
K6499-F2207,HomePop Classic Swoop Arm Accent Chair - Tan,KFNJ : KFNJQU,1,,
K6499-F2208,HomePop Classic Swoop Arm Accent Chair - Dark Charcoal Gray,KFHQ,13,3,10
K6499-F2208,HomePop Classic Swoop Arm Accent Chair - Dark Charcoal Gray,KFNJ,63,13,50
K6499-F2238,HomePop Classic Swoop Accent Chair - Ebony Houndstooth,KFHQ,110,2,108
K6499-F2238,HomePop Classic Swoop Accent Chair - Ebony Houndstooth,KFNJ,,,
K6499-F2349,HomePop Classic Swoop Arm Chair - Ash Geometric,KFNJ,,,
K6499-F2349,HomePop Classic Swoop Arm Chair - Ash Geometric,KFHQ,59,4,55
K6499-F2359,HomePop Classic Swoop Accent Chair - Blue Farmhouse Stripe,KFNJ,,,
K6499-F2359,HomePop Classic Swoop Accent Chair - Blue Farmhouse Stripe,KFHQ,44,12,32
K6499-F2372,HomePop Classic Swoop Accent Chair - Black with Boucle Stripe,KFNJ,,,
K6499-F2372,HomePop Classic Swoop Accent Chair - Black with Boucle Stripe,KFHQ,27,6,21
