Name,Description,Location,Location On Hand,Location Committed,Location Available
249-12-7764,Essex single -Basic Storage -Bench - Chocolate Faux leather - Threshold K8149E208,KFDS,168,168,
249-12-7764,Essex single -Basic Storage -Bench - Chocolate Faux leather - Threshold K8149E208,KFNJ,,,
249-12-8068,Rectangular ottoman with ta-Ble K8201F2108,KFHQ,,,
249-12-8068,Rectangular ottoman with ta-Ble K8201F2108,KFDS,,,
249-12-8068,Rectangular ottoman with ta-Ble K8201F2108,KFNJ,,,
249-12-8125,Irvington Wood Trim Storage -Bench - white - Threshold K8188F2390,KFDS,,,
249-12-8125,Irvington Wood Trim Storage -Bench - white - Threshold K8188F2390,KFNJ,,,
249-12-8125,Irvington Wood Trim Storage -Bench - white - Threshold K8188F2390,KFHQ,,,
249-12-8587,Tru-Beck Tufted Metal -Base Ottoman - Gray Faux Leather with -Black - Project 62 K8176E903,KFDS,,,
249-12-8587,Tru-Beck Tufted Metal -Base Ottoman - Gray Faux Leather with -Black - Project 62 K8176E903,KFHQ,,,
249-12-8587,Tru-Beck Tufted Metal -Base Ottoman - Gray Faux Leather with -Black - Project 62 K8176E903,KFNJ,,,
249-12-8790,TH Ottoman Flax K8116F2067,KFHQ,,,
249-12-8790,TH Ottoman Flax K8116F2067,KFDS,,,
249-12-8790,TH Ottoman Flax K8116F2067,KFNJ,,,
249-12-9012,Tru-Beck Tufted Metal -Base -Bench - Gray Faux Leather with -Black - Project 62 K8183E903,KFDS,,,
249-12-9012,Tru-Beck Tufted Metal -Base -Bench - Gray Faux Leather with -Black - Project 62 K8183E903,KFHQ,,,
249-12-9012,Tru-Beck Tufted Metal -Base -Bench - Gray Faux Leather with -Black - Project 62 K8183E903,KFNJ,,,
249-12-9065,TH ottoman -Blk/ whtK8203F2400,KFDS,,,
249-12-9065,TH ottoman -Blk/ whtK8203F2400,KFHQ,,,
249-12-9065,TH ottoman -Blk/ whtK8203F2400,KFNJ,,,
249-12-9284,TH Storage ottoman Liene K8149F2397,KFNJ,,,
249-12-9284,TH Storage ottoman Liene K8149F2397,KFDS,,,
249-12-9284,TH Storage ottoman Liene K8149F2397,KFHQ,,,
249-12-9294,K8192E899,KFNJ,,,
249-12-9294,K8192E899,KFDS,,,
249-12-9294,K8192E899,KFHQ,,,
249-94-0091,"Saddle Stool 24"" Gray  K6643F1549",KFDS,,,
249-94-0091,"Saddle Stool 24"" Gray  K6643F1549",KFHQ,,,
249-94-0091,"Saddle Stool 24"" Gray  K6643F1549",KFNJ,,,
355743,PARSONS DINING CHAIR- W/NAIL HEADS,KFDS,,,
355743,PARSONS DINING CHAIR- W/NAIL HEADS,KFNJ,,,
355743,PARSONS DINING CHAIR- W/NAIL HEADS,KFHQ,,,
400338384139,KLEIN OTTOMAN CHOC BROWN 93SNROT01 K7342-E902,KFNJ,,,
400338384139,KLEIN OTTOMAN CHOC BROWN 93SNROT01 K7342-E902,KFHQ,,,
400338384139,KLEIN OTTOMAN CHOC BROWN 93SNROT01 K7342-E902,KFDS,,,
400338384146,KLEIN OTTOMAN COGNAC 93SNROT01 K7342-E897,KFHQ,,,
400338384146,KLEIN OTTOMAN COGNAC 93SNROT01 K7342-E897,KFHQ : KFHQQU,,,
400338384146,KLEIN OTTOMAN COGNAC 93SNROT01 K7342-E897,KFNJ : KFNJQU,,,
400338384146,KLEIN OTTOMAN COGNAC 93SNROT01 K7342-E897,KFDS,379,379,
400338384146,KLEIN OTTOMAN COGNAC 93SNROT01 K7342-E897,KFNJ,,,
400338384160,KLEIN OTTOMAN FLAX 93SNROT01 K7342-F1507,KFDS,325,325,
400338384160,KLEIN OTTOMAN FLAX 93SNROT01 K7342-F1507,KFNJ,,,
400338384160,KLEIN OTTOMAN FLAX 93SNROT01 K7342-F1507,KFHQ,,,
400338384160,KLEIN OTTOMAN FLAX 93SNROT01 K7342-F1507,KFNJ : KFNJQU,,,
400338384160,KLEIN OTTOMAN FLAX 93SNROT01 K7342-F1507,KFHQ : KFHQQU,,,
400338384177,KLEIN OTTOMAN GRY FLANNL 93SNROT01 K7342-F2375,KFHQ : KFHQQU,,,
400338384177,KLEIN OTTOMAN GRY FLANNL 93SNROT01 K7342-F2375,KFHQ,,,
400338384177,KLEIN OTTOMAN GRY FLANNL 93SNROT01 K7342-F2375,KFNJ : KFNJQU,,,
400338384177,KLEIN OTTOMAN GRY FLANNL 93SNROT01 K7342-F2375,KFNJ,,,
400338384177,KLEIN OTTOMAN GRY FLANNL 93SNROT01 K7342-F2375,KFDS,244,244,
400338384184,KLEIN OTTOMAN MEDALLION 93SNROT01 K7342-A832,KFHQ : KFHQQU,,,
400338384184,KLEIN OTTOMAN MEDALLION 93SNROT01 K7342-A832,KFNJ,,,
400338384184,KLEIN OTTOMAN MEDALLION 93SNROT01 K7342-A832,KFHQ,,,
400338384184,KLEIN OTTOMAN MEDALLION 93SNROT01 K7342-A832,KFDS,302,302,
400338384184,KLEIN OTTOMAN MEDALLION 93SNROT01 K7342-A832,KFNJ : KFNJQU,,,
400462741297,MADISON OTTOMAN COGNAC 93SNROT02 K5739-E897,KFDS,238,238,
400462741297,MADISON OTTOMAN COGNAC 93SNROT02 K5739-E897,KFNJ,,,
400462741297,MADISON OTTOMAN COGNAC 93SNROT02 K5739-E897,KFHQ,,,
400462741303,MADISON OTTOMAN DARK BROW 93SNROT02 K5739-E902,KFDS,588,588,
400462741303,MADISON OTTOMAN DARK BROW 93SNROT02 K5739-E902,KFHQ,,,
400462741303,MADISON OTTOMAN DARK BROW 93SNROT02 K5739-E902,KFNJ,,,
400462741310,MADISON OTTOMAN FLAX 93SNROT02 K5739-F1507,KFNJ,,,
400462741310,MADISON OTTOMAN FLAX 93SNROT02 K5739-F1507,KFDS,348,348,
400462741310,MADISON OTTOMAN FLAX 93SNROT02 K5739-F1507,KFHQ,,,
400462741327,MADISON OTTOMAN GRAY 93SNROT02 K5739-F2375,KFDS,452,452,
400462741327,MADISON OTTOMAN GRAY 93SNROT02 K5739-F2375,KFNJ,,,
400462741327,MADISON OTTOMAN GRAY 93SNROT02 K5739-F2375,KFHQ,,,
400462741334,MADISON OTTOMAN NAVY BLUE 93SNROT02 K5739-F2110,KFHQ,,,
400462741334,MADISON OTTOMAN NAVY BLUE 93SNROT02 K5739-F2110,KFNJ,,,
400462741334,MADISON OTTOMAN NAVY BLUE 93SNROT02 K5739-F2110,KFDS,278,278,
40919546,CAMAS ROUND OTTOMAN,KFDS,,,
40919546,CAMAS ROUND OTTOMAN,KFNJ,,,
40919546,CAMAS ROUND OTTOMAN,KFHQ,,,
44414849,KINFINE ROUND SHERPA STORAGE OTTOMAN,KFDS,,,
44414849,KINFINE ROUND SHERPA STORAGE OTTOMAN,KFNJ,,,
44414849,KINFINE ROUND SHERPA STORAGE OTTOMAN,KFHQ,,,
655258858264,Backless Barstool K7699.24-F2262K,KFHQ,,,
655258858264,Backless Barstool K7699.24-F2262K,KFDS,,,
655258858264,Backless Barstool K7699.24-F2262K,KFNJ,,,
825893,PARSON'S BAR STOOL-29IN W/NAIL HEAD,KFHQ,,,
825893,PARSON'S BAR STOOL-29IN W/NAIL HEAD,KFNJ,,,
825893,PARSON'S BAR STOOL-29IN W/NAIL HEAD,KFDS,,,
ALLOWANCE/COOP,ALLOWANCE,- None -,,,
CA Sales Tax,CA Sales Tax,- None -,,,
CHARGEBACK,CHARGEBACK,- None -,,,
K1136-#44,HomePop Parsons Dining Chair - Cream and Red Toile,KFTS,,,
K1136-#44,HomePop Parsons Dining Chair - Cream and Red Toile,KFNJ,,,
K1136-#44,HomePop Parsons Dining Chair - Cream and Red Toile,KFHQ,320,9,311
K1136-#44,HomePop Parsons Dining Chair - Cream and Red Toile,KFDS,,,
K1136-441,- None -,- None -,,,
K1136-F662,HomePop Parsons Dining Chair - Blue and Brown Damask,KFDS,1,,1
K1136-F662,HomePop Parsons Dining Chair - Blue and Brown Damask,KFNJ,,,
K1136-F662,HomePop Parsons Dining Chair - Blue and Brown Damask,KFHQ,,,
K1136-F765,HomePop Parsons Dining Chair - Red and Gold Damask,KFDS,4,,4
K1136-F765,HomePop Parsons Dining Chair - Red and Gold Damask,KFHQ,748,2,746
K1136-F765,HomePop Parsons Dining Chair - Red and Gold Damask,KFNJ,275,16,259
K1136-F772,HomePop Parsons Dining Chair - Crosshatch Brown,KFDS,,,
K1136-F772,HomePop Parsons Dining Chair - Crosshatch Brown,KFNJ,86,2,84
K1136-F772,HomePop Parsons Dining Chair - Crosshatch Brown,KFHQ,320,1,319
K1136-F975,HomePop Parsons Dining Chair - Textured Sage Floral Chenille,KFNJ,,,
K1136-F975,HomePop Parsons Dining Chair - Textured Sage Floral Chenille,KFHQ,163,13,150
K1136-F975,HomePop Parsons Dining Chair - Textured Sage Floral Chenille,KFDS,,,
K1401-24-E073,"24"" luxury black faux leather barstool",KFDS,,,
K1401-24-E073,"24"" luxury black faux leather barstool",KFNJ,46,11,35
K1401-24-E073,"24"" luxury black faux leather barstool",KFHQ,172,12,160
K1401-24-E074,"24"" luxury brown faux leather barstool",KFHQ,2,2,
K1401-24-E074,"24"" luxury brown faux leather barstool",KFDS,,,
K1401-24-E074,"24"" luxury brown faux leather barstool",KFNJ,,,
K1401-29-E073,"29"" luxury black faux leather barstool",KFDS,,,
K1401-29-E073,"29"" luxury black faux leather barstool",KFHQ,131,,131
K1401-29-E073,"29"" luxury black faux leather barstool",KFNJ,320,1,319
K1401-29-E074,"29"" luxury brown faux leather barstool",KFHQ,,,
K1401-29-E074,"29"" luxury brown faux leather barstool",KFNJ,32,,32
K1401-29-E074,"29"" luxury brown faux leather barstool",KFDS,,,
K1401.24-YDQY-2,"HomePop 24"" luxury faux leather barstool - Distressed Brown Faux Leather",KFDS,,,
K1401.24-YDQY-2,"HomePop 24"" luxury faux leather barstool - Distressed Brown Faux Leather",KFNJ,128,,128
K1401.24-YDQY-2,"HomePop 24"" luxury faux leather barstool - Distressed Brown Faux Leather",KFHQ,165,,165
K1401.29-F772,"29"" contempory upholstered Parsons barstool",KFHQ,1,,1
K1401.29-F772,"29"" contempory upholstered Parsons barstool",KFNJ,,,
K1401.29-F772,"29"" contempory upholstered Parsons barstool",KFDS,,,
K2380-E155,Luxury Large Brown Faux Leather Storage Ottoman,KFNJ : KFNJQU,1,,
K2380-E155,Luxury Large Brown Faux Leather Storage Ottoman,KFNJ,163,7,156
K2380-E155,Luxury Large Brown Faux Leather Storage Ottoman,KFHQ,477,123,354
K2380-E155,Luxury Large Brown Faux Leather Storage Ottoman,KFDS,,,
K2380-E169,Luxury Large Black Faux Leather Storage Ottoman,KFHQ,287,3,284
K2380-E169,Luxury Large Black Faux Leather Storage Ottoman,KFDS,,,
K2380-E169,Luxury Large Black Faux Leather Storage Ottoman,KFNJ,,,
K2380-E903,HomePop Luxury Large  Faux Leather Storage Ottoman - Gray Faux Leather,KFDS,,,
K2380-E903,HomePop Luxury Large  Faux Leather Storage Ottoman - Gray Faux Leather,KFHQ,24,13,11
K2380-E903,HomePop Luxury Large  Faux Leather Storage Ottoman - Gray Faux Leather,KFNJ,,,
K2380-E903,HomePop Luxury Large  Faux Leather Storage Ottoman - Gray Faux Leather,KFNJ : KFNJQU,3,,
K2380-F1399,HomePop Luxury Large Storage Ottoman - Tan Woven,KFHQ,54,,54
K2380-F1399,HomePop Luxury Large Storage Ottoman - Tan Woven,KFNJ,,,
K2380-F1399,HomePop Luxury Large Storage Ottoman - Tan Woven,KFDS,,,
K2380-F2207,HomePop Luxury Large Storage Ottoman - Linen-like Tan Woven,KFNJ,89,,89
K2380-F2207,HomePop Luxury Large Storage Ottoman - Linen-like Tan Woven,KFDS,,,
K2380-F2207,HomePop Luxury Large Storage Ottoman - Linen-like Tan Woven,KFHQ,32,14,18
K2380-YDQY-2,HomePop Luxury Large  Faux Leather Storage Ottoman - Distressed Brown Faux Leather,KFDS,,,
K2380-YDQY-2,HomePop Luxury Large  Faux Leather Storage Ottoman - Distressed Brown Faux Leather,KFHQ,74,2,72
K2380-YDQY-2,HomePop Luxury Large  Faux Leather Storage Ottoman - Distressed Brown Faux Leather,KFNJ,77,3,74
K2984-A835,HomePop Meredith Dining Chair - Patterned Indigo,KFDS,,,
K2984-A835,HomePop Meredith Dining Chair - Patterned Indigo,KFHQ,,,
K2984-A835,HomePop Meredith Dining Chair - Patterned Indigo,KFNJ,,,
K2984-A836,HomePop Meredith Dining Chair - Dove Floral,KFHQ,97,,97
K2984-A836,HomePop Meredith Dining Chair - Dove Floral,KFDS,,,
K2984-A836,HomePop Meredith Dining Chair - Dove Floral,KFNJ,,,
K2984-A837,HomePop Meredith Dining Chair - Navy Floral,KFNJ,12,,12
K2984-A837,HomePop Meredith Dining Chair - Navy Floral,KFHQ,76,,76
K2984-A837,HomePop Meredith Dining Chair - Navy Floral,KFDS,,,
K2984-F2275,HomePop Meredith Dining Chair - Indigo,KFNJ : KFNJQU,4,,
K2984-F2275,HomePop Meredith Dining Chair - Indigo,KFNJ,,,
K2984-F2275,HomePop Meredith Dining Chair - Indigo,KFDS,,,
K2984-F2275,HomePop Meredith Dining Chair - Indigo,KFHQ,91,2,89
K2984-F2322,HomePop Meredith Anywhere Chair - Stain Resistant Cream Fabric,KFDS,,,
K2984-F2322,HomePop Meredith Anywhere Chair - Stain Resistant Cream Fabric,KFHQ,87,9,78
K2984-F2322,HomePop Meredith Anywhere Chair - Stain Resistant Cream Fabric,KFNJ,,,
K3334-E155,Kids Faux Leather Accent Chair with Rolled Arms,KFDS,,,
K3334-E155,Kids Faux Leather Accent Chair with Rolled Arms,KFNJ,74,,74
K3334-E155,Kids Faux Leather Accent Chair with Rolled Arms,KFHQ,,,
K4004.24,"24"" Tristan Counter Stool",KFDS,,,
K4004.24,"24"" Tristan Counter Stool",KFHQ,,,
K4004.24,"24"" Tristan Counter Stool",KFNJ,,,
K4004.24-F2111,"24"" Tristan Metal Counter Stool - Black",KFHQ,97,17,80
K4004.24-F2111,"24"" Tristan Metal Counter Stool - Black",KFNJ,1,,1
K4004.24-F2111,"24"" Tristan Metal Counter Stool - Black",KFDS,,,
K4234-F1568,HomePop Decorative Pet Bed Chaise Lounger,KFNJ,30,,30
K4234-F1568,HomePop Decorative Pet Bed Chaise Lounger,KFHQ,136,2,134
K4234-F1568,HomePop Decorative Pet Bed Chaise Lounger,KFDS,,,
K4286-E844,"24"" Faux Leather Square Counter Stool",KFNJ,42,3,39
K4286-E844,"24"" Faux Leather Square Counter Stool",KFDS,,,
K4286-E844,"24"" Faux Leather Square Counter Stool",KFHQ,37,1,36
K4286-E846,"24"" Faux Leather Square Counter Stool",KFNJ,2,,2
K4286-E846,"24"" Faux Leather Square Counter Stool",KFHQ,92,4,88
K4286-E846,"24"" Faux Leather Square Counter Stool",KFDS,,,
K4286-E848,"24"" Faux Leather Square Counter Stool",KFNJ,61,3,58
K4286-E848,"24"" Faux Leather Square Counter Stool",KFHQ,49,16,33
K4286-E848,"24"" Faux Leather Square Counter Stool",KFDS,,,
K4286-E886,"HomePop 24"" Tufted Faux Leather Counter Stool - Taupe",KFNJ,,,
K4286-E886,"HomePop 24"" Tufted Faux Leather Counter Stool - Taupe",KFDS,,,
K4286-E886,"HomePop 24"" Tufted Faux Leather Counter Stool - Taupe",KFNJ : KFNJQU,3,,
K4286-E886,"HomePop 24"" Tufted Faux Leather Counter Stool - Taupe",KFHQ,,,
K4600-A841,HomePop Twin Headboard - Grey Clouds,KFDS,,,
K4600-A841,HomePop Twin Headboard - Grey Clouds,KFNJ,,,
K4600-A841,HomePop Twin Headboard - Grey Clouds,KFHQ,16,,16
K4600-E155,Twin Headboard,KFDS,,,
K4600-E155,Twin Headboard,KFNJ,49,,49
K4600-E155,Twin Headboard,KFHQ,101,30,71
K4638-A765,HomePop Parker Accent Chair and Pillow,KFHQ,61,,61
K4638-A765,HomePop Parker Accent Chair and Pillow,KFDS,,,
K4638-A765,HomePop Parker Accent Chair and Pillow,KFNJ,63,3,60
K4638-A847,HomePop Parker Accent Chair with pillow - Gray Cheetah,KFDS,,,
K4638-A847,HomePop Parker Accent Chair with pillow - Gray Cheetah,KFNJ,94,4,90
K4638-A847,HomePop Parker Accent Chair with pillow - Gray Cheetah,KFHQ,32,1,31
K4638-F1319,HomePop Parker Accent Chair and Pillow,KFHQ,29,,29
K4638-F1319,HomePop Parker Accent Chair and Pillow,KFDS,,,
K4638-F1319,HomePop Parker Accent Chair and Pillow,KFNJ,62,3,59
K4638-F2114,HomePop Parker Accent Chair and Pillow - Gray Woven,KFDS,,,
K4638-F2114,HomePop Parker Accent Chair and Pillow - Gray Woven,KFHQ,71,,71
K4638-F2114,HomePop Parker Accent Chair and Pillow - Gray Woven,KFNJ,18,,18
K4638-F2231,HomePop Parker Accent Chair and Pillow - Dove Gray Stripe,KFNJ,,,
K4638-F2231,HomePop Parker Accent Chair and Pillow - Dove Gray Stripe,KFHQ,42,1,41
K4638-F2231,HomePop Parker Accent Chair and Pillow - Dove Gray Stripe,KFDS,,,
K4638-F2244,HomePop Parker Accent Chair with Pillow - Textured Gray,KFNJ,1,,1
K4638-F2244,HomePop Parker Accent Chair with Pillow - Textured Gray,KFHQ,80,2,78
K4638-F2244,HomePop Parker Accent Chair with Pillow - Textured Gray,KFDS,,,
K4638-F2245,HomePop Parker Accent Chair with Pillow - Textured Melon,KFHQ,61,,61
K4638-F2245,HomePop Parker Accent Chair with Pillow - Textured Melon,KFDS,,,
K4638-F2245,HomePop Parker Accent Chair with Pillow - Textured Melon,KFNJ,20,3,17
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFHQ,99,2,97
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFNJ,,,
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFNJ : KFNJQU,34,,
K4638-F2246,HomePop Parker Accent Chair with Pillow - Textured Navy,KFDS,,,
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFHQ,42,,42
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFNJ : KFNJQU,5,,
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFNJ,85,,85
K4638-F2247,HomePop Parker Accent Chair with Pillow - Textured Teal,KFDS,,,
K4638-F2262,HomePop Parker Accent Chair and Pillow - Black Plaid,KFDS,,,
K4638-F2262,HomePop Parker Accent Chair and Pillow - Black Plaid,KFNJ,17,1,16
K4638-F2262,HomePop Parker Accent Chair and Pillow - Black Plaid,KFHQ,37,,37
K4638-F2280,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Navy",KFDS,,,
K4638-F2280,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Navy",KFNJ,,,
K4638-F2280,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Navy",KFHQ,4,,4
K4638-F2281,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Gray",KFDS,,,
K4638-F2281,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Gray",KFHQ,28,,28
K4638-F2281,"SPATIAL ORDER - Dinah Armless Accent Chair with Pillow, Gray",KFNJ,,,
K4638-F2398,HomePop Parker Accent Chair and Pillow - Cream,KFNJ,,,
K4638-F2398,HomePop Parker Accent Chair and Pillow - Cream,KFDS,,,
K4638-F2398,HomePop Parker Accent Chair and Pillow - Cream,KFHQ,12,2,10
K4638-F2399,HomePop Parker Accent Chair and Pillow - Navy Blue,KFHQ,86,,86
K4638-F2399,HomePop Parker Accent Chair and Pillow - Navy Blue,KFDS,,,
K4638-F2399,HomePop Parker Accent Chair and Pillow - Navy Blue,KFNJ,23,,23
K4710-B258,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Pink",KFHQ,15,,15
K4710-B258,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Pink",KFDS,,,
K4710-B258,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Pink",KFNJ,,,
K4710-B267,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Navy",KFDS,,,
K4710-B267,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Navy",KFNJ,,,
K4710-B267,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Navy",KFHQ,28,,28
K4710-B269,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Gray",KFDS,,,
K4710-B269,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Gray",KFNJ,32,,32
K4710-B269,"SPATIAL ORDER - Miller Cinch Velvet Storage Ottoman with Nailheads, Gray",KFHQ,94,,94
K4710-E903,HomePop Cinch Storage Ottoman with Nailheads - Gray Faux Leather,KFHQ,85,,85
K4710-E903,HomePop Cinch Storage Ottoman with Nailheads - Gray Faux Leather,KFNJ,,,
K4710-E903,HomePop Cinch Storage Ottoman with Nailheads - Gray Faux Leather,KFDS,,,
K4710-F2383,HomePop Cinch Storage Ottoman with Nailheads - Light Gray Plaid,KFDS,,,
K4710-F2383,HomePop Cinch Storage Ottoman with Nailheads - Light Gray Plaid,KFHQ,40,,40
K4710-F2383,HomePop Cinch Storage Ottoman with Nailheads - Light Gray Plaid,KFNJ,,,
K4710-F696,Cinch Storage Ottoman with Nailhead Trim,KFNJ,50,,50
K4710-F696,Cinch Storage Ottoman with Nailhead Trim,KFDS,,,
K4710-F696,Cinch Storage Ottoman with Nailhead Trim,KFHQ,83,,83
K4710-YDQY-2,HomePop Cinch Storage Ottoman with Nailheads - Light Brown Faux Leather,KFHQ,12,,12
K4710-YDQY-2,HomePop Cinch Storage Ottoman with Nailheads - Light Brown Faux Leather,KFNJ,,,
K4710-YDQY-2,HomePop Cinch Storage Ottoman with Nailheads - Light Brown Faux Leather,KFDS,,,
K5420-F1423,Storage Ottoman,KFHQ,354,1,353
K5420-F1423,Storage Ottoman,KFNJ,176,3,173
K5420-F1423,Storage Ottoman,KFDS,,,
K5506-F1210,"HomePop Classic Parsons Chair with Nailhead Trim - Sea Foam
(Set of 2)",KFHQ,20,,20
K5506-F1210,"HomePop Classic Parsons Chair with Nailhead Trim - Sea Foam
(Set of 2)",KFNJ,,,
K5506-F1210,"HomePop Classic Parsons Chair with Nailhead Trim - Sea Foam
(Set of 2)",KFDS,,,
K5506-F1211,"HomePop Classic Parsons Chair with Nailhead Trim - Tan
(Set of 2)",KFNJ,,,
K5506-F1211,"HomePop Classic Parsons Chair with Nailhead Trim - Tan
(Set of 2)",KFHQ,150,5,145
K5506-F1211,"HomePop Classic Parsons Chair with Nailhead Trim - Tan
(Set of 2)",KFDS,,,
K5506-F2176,"HomePop Classic Parsons Chair with Nailhead Trim - Deep Navy 
(set of 2)",KFNJ,8,,8
K5506-F2176,"HomePop Classic Parsons Chair with Nailhead Trim - Deep Navy 
(set of 2)",KFDS,,,
K5506-F2176,"HomePop Classic Parsons Chair with Nailhead Trim - Deep Navy 
(set of 2)",KFHQ,151,2,149
K5506-F2182,"HomePop Classic Parsons Chair with Nailhead Trim - Slate Grey 
(set of 2)",KFHQ,59,4,55
K5506-F2182,"HomePop Classic Parsons Chair with Nailhead Trim - Slate Grey 
(set of 2)",KFDS,,,
K5506-F2182,"HomePop Classic Parsons Chair with Nailhead Trim - Slate Grey 
(set of 2)",KFNJ,,,
K5506-F2183,"HomePop Classic Parsons Chair with Nailhead Trim - Sterling Grey
(set of 2)",KFHQ,18,3,15
K5506-F2183,"HomePop Classic Parsons Chair with Nailhead Trim - Sterling Grey
(set of 2)",KFDS,,,
K5506-F2183,"HomePop Classic Parsons Chair with Nailhead Trim - Sterling Grey
(set of 2)",KFNJ,24,6,18
K5508-E676,Winston Large Round Button-top Storage Ottoman,KFDS,,,
K5508-E676,Winston Large Round Button-top Storage Ottoman,KFHQ,255,1,254
K5508-E676,Winston Large Round Button-top Storage Ottoman,KFNJ,461,2,459
K5618-B214,HomePop Diva Juvenile Chaise Lounge,KFHQ,60,8,52
K5618-B214,HomePop Diva Juvenile Chaise Lounge,KFNJ,,,
K5618-B214,HomePop Diva Juvenile Chaise Lounge,KFDS,,,
K5618-B219,HomePop Juvenile Chaise Lounge,KFHQ,108,,108
K5618-B219,HomePop Juvenile Chaise Lounge,KFDS,,,
K5618-B219,HomePop Juvenile Chaise Lounge,KFNJ,80,,80
K5618-B220,HomePop Juvenile Chaise Lounge,KFNJ,81,,81
K5618-B220,HomePop Juvenile Chaise Lounge,KFDS,,,
K5618-B220,HomePop Juvenile Chaise Lounge,KFHQ,93,3,90
K5618-B238,HomePop Diva Juvenile Chaise Lounge,KFDS,,,
K5618-B238,HomePop Diva Juvenile Chaise Lounge,KFHQ,134,1,133
K5618-B238,HomePop Diva Juvenile Chaise Lounge,KFNJ,98,1,97
K5668NP-A848,HomePop Large Rectangle Storage Bench with Nailhead Trim - Navy Floral,KFNJ,,,
K5668NP-A848,HomePop Large Rectangle Storage Bench with Nailhead Trim - Navy Floral,KFDS,,,
K5668NP-A848,HomePop Large Rectangle Storage Bench with Nailhead Trim - Navy Floral,KFHQ,,,
K5668NP-F1289,HomePop Large Rectangle Storage Bench with Nailhead Trim - Red Linen,KFNJ,,,
K5668NP-F1289,HomePop Large Rectangle Storage Bench with Nailhead Trim - Red Linen,KFHQ,125,,125
K5668NP-F1289,HomePop Large Rectangle Storage Bench with Nailhead Trim - Red Linen,KFDS,,,
K5668NP-F1399,HomePop Large Rectangle Storage Bench with Nailhead Trim - Vanilla Linen,KFDS,,,
K5668NP-F1399,HomePop Large Rectangle Storage Bench with Nailhead Trim - Vanilla Linen,KFHQ,268,2,266
K5668NP-F1399,HomePop Large Rectangle Storage Bench with Nailhead Trim - Vanilla Linen,KFNJ,130,4,126
K5668NP-F1438,HomePop Large Rectangle Storage Bench with Nailhead Trim -  Cerulean Blue,KFDS,,,
K5668NP-F1438,HomePop Large Rectangle Storage Bench with Nailhead Trim -  Cerulean Blue,KFNJ,48,,48
K5668NP-F1438,HomePop Large Rectangle Storage Bench with Nailhead Trim -  Cerulean Blue,KFHQ,120,,120
K6138-B230,HomePop Ainsley Button Tufted Storage Bench,KFDS,,,
K6138-B230,HomePop Ainsley Button Tufted Storage Bench,KFNJ,39,,39
K6138-B230,HomePop Ainsley Button Tufted Storage Bench,KFHQ,102,1,101
K6138-B231,HomePop Ainsley Button Tufted Storage Bench - Light Gray,KFDS,,,
K6138-B231,HomePop Ainsley Button Tufted Storage Bench - Light Gray,KFHQ,105,1,104
K6138-B231,HomePop Ainsley Button Tufted Storage Bench - Light Gray,KFNJ,41,4,37
K6138-F1289,HomePop Ainsley Button Tufted Storage Bench -  Cranberry,KFNJ,50,1,49
K6138-F1289,HomePop Ainsley Button Tufted Storage Bench -  Cranberry,KFDS,,,
K6138-F1289,HomePop Ainsley Button Tufted Storage Bench -  Cranberry,KFHQ,78,1,77
K6138-F1386,HomePop Ainsley Tufted Storage Bench - Textured Brown,KFDS,,,
K6138-F1386,HomePop Ainsley Tufted Storage Bench - Textured Brown,KFNJ,99,6,93
K6138-F1386,HomePop Ainsley Tufted Storage Bench - Textured Brown,KFHQ,256,2,254
K6138-F2205,HomePop Ainsley Button Tufted Storage Bench - Cream,KFDS,,,
K6138-F2205,HomePop Ainsley Button Tufted Storage Bench - Cream,KFHQ,162,2,160
K6138-F2205,HomePop Ainsley Button Tufted Storage Bench - Cream,KFNJ,60,7,53
K6138-F2206,HomePop Ainsley Button Tufted Storage Bench - Light Blue,KFNJ,82,1,81
K6138-F2206,HomePop Ainsley Button Tufted Storage Bench - Light Blue,KFHQ,88,,88
K6138-F2206,HomePop Ainsley Button Tufted Storage Bench - Light Blue,KFDS,,,
